areaName,date,areaCode,dailyCases,cumulativeCases
England,2023-06-19,E92000001,421,20844844
England,2023-06-18,E92000001,350,20844423
England,2023-06-17,E92000001,333,20844073
England,2023-06-16,E92000001,340,20843740
England,2023-06-15,E92000001,385,20843400
England,2023-06-14,E92000001,463,20843015
England,2023-06-13,E92000001,509,20842552
England,2023-06-12,E92000001,585,20842043
England,2023-06-11,E92000001,517,20841458
England,2023-06-10,E92000001,382,20840941
England,2023-06-09,E92000001,469,20840559
England,2023-06-08,E92000001,578,20840090
England,2023-06-07,E92000001,682,20839512
England,2023-06-06,E92000001,757,20838830
England,2023-06-05,E92000001,806,20838073
England,2023-06-04,E92000001,615,20837267
England,2023-06-03,E92000001,472,20836652
England,2023-06-02,E92000001,578,20836180
England,2023-06-01,E92000001,674,20835602
England,2023-05-31,E92000001,813,20834928
England,2023-05-30,E92000001,780,20834115
England,2023-05-29,E92000001,746,20833335
England,2023-05-28,E92000001,596,20832589
England,2023-05-27,E92000001,567,20831993
England,2023-05-26,E92000001,708,20831426
England,2023-05-25,E92000001,821,20830718
England,2023-05-24,E92000001,922,20829897
England,2023-05-23,E92000001,1041,20828975
England,2023-05-22,E92000001,1095,20827934
England,2023-05-21,E92000001,881,20826839
England,2023-05-20,E92000001,717,20825958
England,2023-05-19,E92000001,881,20825241
England,2023-05-18,E92000001,974,20824360
England,2023-05-17,E92000001,991,20823386
England,2023-05-16,E92000001,1069,20822395
England,2023-05-15,E92000001,1139,20821326
England,2023-05-14,E92000001,1030,20820187
England,2023-05-13,E92000001,782,20819157
England,2023-05-12,E92000001,948,20818375
England,2023-05-11,E92000001,1196,20817427
England,2023-05-10,E92000001,1267,20816231
England,2023-05-09,E92000001,1447,20814964
England,2023-05-08,E92000001,1328,20813517
England,2023-05-07,E92000001,1109,20812189
England,2023-05-06,E92000001,934,20811080
England,2023-05-05,E92000001,1198,20810146
England,2023-05-04,E92000001,1479,20808948
England,2023-05-03,E92000001,1526,20807469
England,2023-05-02,E92000001,1777,20805943
England,2023-05-01,E92000001,1651,20804166
England,2023-04-30,E92000001,1240,20802515
England,2023-04-29,E92000001,1211,20801275
England,2023-04-28,E92000001,1369,20800064
England,2023-04-27,E92000001,1514,20798695
England,2023-04-26,E92000001,1569,20797181
England,2023-04-25,E92000001,1604,20795612
England,2023-04-24,E92000001,1706,20794008
England,2023-04-23,E92000001,1432,20792302
England,2023-04-22,E92000001,1191,20790870
England,2023-04-21,E92000001,1343,20789679
England,2023-04-20,E92000001,1488,20788336
England,2023-04-19,E92000001,1704,20786848
England,2023-04-18,E92000001,1803,20785144
England,2023-04-17,E92000001,2059,20783341
England,2023-04-16,E92000001,1788,20781282
England,2023-04-15,E92000001,1271,20779494
England,2023-04-14,E92000001,1553,20778223
England,2023-04-13,E92000001,1880,20776670
England,2023-04-12,E92000001,2055,20774790
England,2023-04-11,E92000001,2281,20772735
England,2023-04-10,E92000001,2133,20770454
England,2023-04-09,E92000001,1643,20768321
England,2023-04-08,E92000001,1531,20766678
England,2023-04-07,E92000001,1599,20765147
England,2023-04-06,E92000001,1966,20763548
England,2023-04-05,E92000001,2237,20761582
England,2023-04-04,E92000001,2185,20759345
England,2023-04-03,E92000001,2457,20757160
England,2023-04-02,E92000001,2249,20754703
England,2023-04-01,E92000001,2083,20752454
England,2023-03-31,E92000001,2509,20750371
England,2023-03-30,E92000001,3050,20747862
England,2023-03-29,E92000001,3438,20744812
England,2023-03-28,E92000001,3597,20741374
England,2023-03-27,E92000001,3924,20737777
England,2023-03-26,E92000001,3156,20733853
England,2023-03-25,E92000001,2748,20730697
England,2023-03-24,E92000001,3744,20727949
England,2023-03-23,E92000001,3969,20724205
England,2023-03-22,E92000001,4323,20720236
England,2023-03-21,E92000001,4747,20715913
England,2023-03-20,E92000001,4730,20711166
England,2023-03-19,E92000001,3683,20706436
England,2023-03-18,E92000001,3105,20702753
England,2023-03-17,E92000001,3718,20699648
England,2023-03-16,E92000001,4351,20695930
England,2023-03-15,E92000001,4371,20691579
England,2023-03-14,E92000001,5072,20687208
England,2023-03-13,E92000001,5289,20682136
England,2023-03-12,E92000001,4026,20676847
England,2023-03-11,E92000001,3084,20672821
England,2023-03-10,E92000001,3592,20669737
England,2023-03-09,E92000001,3961,20666145
England,2023-03-08,E92000001,4318,20662184
England,2023-03-07,E92000001,4455,20657866
England,2023-03-06,E92000001,4577,20653411
England,2023-03-05,E92000001,3155,20648834
England,2023-03-04,E92000001,2572,20645679
England,2023-03-03,E92000001,3421,20643107
England,2023-03-02,E92000001,3565,20639686
England,2023-03-01,E92000001,3973,20636121
England,2023-02-28,E92000001,4147,20632148
England,2023-02-27,E92000001,4319,20628001
England,2023-02-26,E92000001,2901,20623682
England,2023-02-25,E92000001,2529,20620781
England,2023-02-24,E92000001,3112,20618252
England,2023-02-23,E92000001,3475,20615140
England,2023-02-22,E92000001,3855,20611665
England,2023-02-21,E92000001,4326,20607810
England,2023-02-20,E92000001,4552,20603484
England,2023-02-19,E92000001,3435,20598932
England,2023-02-18,E92000001,2907,20595497
England,2023-02-17,E92000001,3780,20592590
England,2023-02-16,E92000001,4005,20588810
England,2023-02-15,E92000001,3894,20584805
England,2023-02-14,E92000001,4356,20580911
England,2023-02-13,E92000001,4549,20576555
England,2023-02-12,E92000001,2920,20572006
England,2023-02-11,E92000001,2396,20569086
England,2023-02-10,E92000001,3051,20566690
England,2023-02-09,E92000001,3043,20563639
England,2023-02-08,E92000001,3335,20560596
England,2023-02-07,E92000001,3395,20557261
England,2023-02-06,E92000001,3621,20553866
England,2023-02-05,E92000001,2616,20550245
England,2023-02-04,E92000001,2223,20547629
England,2023-02-03,E92000001,2751,20545406
England,2023-02-02,E92000001,2956,20542655
England,2023-02-01,E92000001,3214,20539699
England,2023-01-31,E92000001,3280,20536485
England,2023-01-30,E92000001,3270,20533205
England,2023-01-29,E92000001,2249,20529935
England,2023-01-28,E92000001,1802,20527686
England,2023-01-27,E92000001,2270,20525884
England,2023-01-26,E92000001,2338,20523614
England,2023-01-25,E92000001,2422,20521276
England,2023-01-24,E92000001,2550,20518854
England,2023-01-23,E92000001,2382,20516304
England,2023-01-22,E92000001,1747,20513922
England,2023-01-21,E92000001,1400,20512175
England,2023-01-20,E92000001,1699,20510775
England,2023-01-19,E92000001,1808,20509076
England,2023-01-18,E92000001,1901,20507268
England,2023-01-17,E92000001,1988,20505367
England,2023-01-16,E92000001,2307,20503379
England,2023-01-15,E92000001,1673,20501072
England,2023-01-14,E92000001,1327,20499399
England,2023-01-13,E92000001,1905,20498072
England,2023-01-12,E92000001,2204,20496167
England,2023-01-11,E92000001,2373,20493963
England,2023-01-10,E92000001,2803,20491590
England,2023-01-09,E92000001,3212,20488787
England,2023-01-08,E92000001,2501,20485575
England,2023-01-07,E92000001,2417,20483074
England,2023-01-06,E92000001,3412,20480657
England,2023-01-05,E92000001,4168,20477245
England,2023-01-04,E92000001,5009,20473077
England,2023-01-03,E92000001,5739,20468068
England,2023-01-02,E92000001,4636,20462329
England,2023-01-01,E92000001,3338,20457693
England,2022-12-31,E92000001,3891,20454355
England,2022-12-30,E92000001,5524,20450464
England,2022-12-29,E92000001,6953,20444940
England,2022-12-28,E92000001,7609,20437987
England,2022-12-27,E92000001,5977,20430378
England,2022-12-26,E92000001,4499,20424401
England,2022-12-25,E92000001,3382,20419902
England,2022-12-24,E92000001,3777,20416520
England,2022-12-23,E92000001,5225,20412743
England,2022-12-22,E92000001,6241,20407518
England,2022-12-21,E92000001,7042,20401277
England,2022-12-20,E92000001,7836,20394235
England,2022-12-19,E92000001,8240,20386399
England,2022-12-18,E92000001,5212,20378159
England,2022-12-17,E92000001,4273,20372947
England,2022-12-16,E92000001,5525,20368674
England,2022-12-15,E92000001,5549,20363149
England,2022-12-14,E92000001,5962,20357600
England,2022-12-13,E92000001,6483,20351638
England,2022-12-12,E92000001,6356,20345155
England,2022-12-11,E92000001,4223,20338799
England,2022-12-10,E92000001,3286,20334576
England,2022-12-09,E92000001,3824,20331290
England,2022-12-08,E92000001,4092,20327466
England,2022-12-07,E92000001,4640,20323374
England,2022-12-06,E92000001,4761,20318734
England,2022-12-05,E92000001,4850,20313973
England,2022-12-04,E92000001,3409,20309123
England,2022-12-03,E92000001,2481,20305714
England,2022-12-02,E92000001,3275,20303233
England,2022-12-01,E92000001,3214,20299958
England,2022-11-30,E92000001,3608,20296744
England,2022-11-29,E92000001,3972,20293136
England,2022-11-28,E92000001,4237,20289164
England,2022-11-27,E92000001,3152,20284927
England,2022-11-26,E92000001,2304,20281775
England,2022-11-25,E92000001,2638,20279471
England,2022-11-24,E92000001,3007,20276833
England,2022-11-23,E92000001,3240,20273826
England,2022-11-22,E92000001,3451,20270586
England,2022-11-21,E92000001,3549,20267135
England,2022-11-20,E92000001,2613,20263586
England,2022-11-19,E92000001,2207,20260973
England,2022-11-18,E92000001,2501,20258766
England,2022-11-17,E92000001,2703,20256265
England,2022-11-16,E92000001,2933,20253562
England,2022-11-15,E92000001,3160,20250629
England,2022-11-14,E92000001,3494,20247469
England,2022-11-13,E92000001,2647,20243975
England,2022-11-12,E92000001,2172,20241328
England,2022-11-11,E92000001,2562,20239156
England,2022-11-10,E92000001,2806,20236594
England,2022-11-09,E92000001,3185,20233788
England,2022-11-08,E92000001,3380,20230603
England,2022-11-07,E92000001,3879,20227223
England,2022-11-06,E92000001,2917,20223344
England,2022-11-05,E92000001,2374,20220427
England,2022-11-04,E92000001,2760,20218053
England,2022-11-03,E92000001,3261,20215293
England,2022-11-02,E92000001,3599,20212032
England,2022-11-01,E92000001,4091,20208433
England,2022-10-31,E92000001,4633,20204342
England,2022-10-30,E92000001,3827,20199709
England,2022-10-29,E92000001,3227,20195882
England,2022-10-28,E92000001,3916,20192655
England,2022-10-27,E92000001,4372,20188739
England,2022-10-26,E92000001,4924,20184367
England,2022-10-25,E92000001,5181,20179443
England,2022-10-24,E92000001,6147,20174262
England,2022-10-23,E92000001,5011,20168115
England,2022-10-22,E92000001,4527,20163104
England,2022-10-21,E92000001,5759,20158577
England,2022-10-20,E92000001,6075,20152818
England,2022-10-19,E92000001,7042,20146743
England,2022-10-18,E92000001,7667,20139701
England,2022-10-17,E92000001,9301,20132034
England,2022-10-16,E92000001,7257,20122733
England,2022-10-15,E92000001,6005,20115476
England,2022-10-14,E92000001,7343,20109471
England,2022-10-13,E92000001,7563,20102128
England,2022-10-12,E92000001,8124,20094565
England,2022-10-11,E92000001,8781,20086441
England,2022-10-10,E92000001,9835,20077660
England,2022-10-09,E92000001,8014,20067825
England,2022-10-08,E92000001,6581,20059811
England,2022-10-07,E92000001,8333,20053230
England,2022-10-06,E92000001,8819,20044897
England,2022-10-05,E92000001,9544,20036078
England,2022-10-04,E92000001,10246,20026534
England,2022-10-03,E92000001,10881,20016288
England,2022-10-02,E92000001,8623,20005407
England,2022-10-01,E92000001,6564,19996784
England,2022-09-30,E92000001,7099,19990220
England,2022-09-29,E92000001,7352,19983121
England,2022-09-28,E92000001,7806,19975769
England,2022-09-27,E92000001,7647,19967963
England,2022-09-26,E92000001,8042,19960316
England,2022-09-25,E92000001,6737,19952274
England,2022-09-24,E92000001,5309,19945537
England,2022-09-23,E92000001,6006,19940228
England,2022-09-22,E92000001,6294,19934222
England,2022-09-21,E92000001,6940,19927928
England,2022-09-20,E92000001,7200,19920988
England,2022-09-19,E92000001,5702,19913788
England,2022-09-18,E92000001,3943,19908086
England,2022-09-17,E92000001,3188,19904143
England,2022-09-16,E92000001,3729,19900955
England,2022-09-15,E92000001,4200,19897226
England,2022-09-14,E92000001,4453,19893026
England,2022-09-13,E92000001,4601,19888573
England,2022-09-12,E92000001,4758,19883972
England,2022-09-11,E92000001,3890,19879214
England,2022-09-10,E92000001,2861,19875324
England,2022-09-09,E92000001,3103,19872463
England,2022-09-08,E92000001,3250,19869360
England,2022-09-07,E92000001,3749,19866110
England,2022-09-06,E92000001,3940,19862361
England,2022-09-05,E92000001,4385,19858421
England,2022-09-04,E92000001,3759,19854036
England,2022-09-03,E92000001,2971,19850277
England,2022-09-02,E92000001,3239,19847306
England,2022-09-01,E92000001,3760,19844067
England,2022-08-31,E92000001,3975,19840307
England,2022-08-30,E92000001,4473,19836332
England,2022-08-29,E92000001,3936,19831859
England,2022-08-28,E92000001,2882,19827923
England,2022-08-27,E92000001,2606,19825041
England,2022-08-26,E92000001,2997,19822435
England,2022-08-25,E92000001,3266,19819438
England,2022-08-24,E92000001,3913,19816172
England,2022-08-23,E92000001,4076,19812259
England,2022-08-22,E92000001,4575,19808183
England,2022-08-21,E92000001,3547,19803608
England,2022-08-20,E92000001,3059,19800061
England,2022-08-19,E92000001,3492,19797002
England,2022-08-18,E92000001,3989,19793510
England,2022-08-17,E92000001,4421,19789521
England,2022-08-16,E92000001,4845,19785100
England,2022-08-15,E92000001,5606,19780255
England,2022-08-14,E92000001,4781,19774649
England,2022-08-13,E92000001,3978,19769868
England,2022-08-12,E92000001,4781,19765890
England,2022-08-11,E92000001,5446,19761109
England,2022-08-10,E92000001,6003,19755663
England,2022-08-09,E92000001,6462,19749660
England,2022-08-08,E92000001,7226,19743198
England,2022-08-07,E92000001,5897,19735972
England,2022-08-06,E92000001,4852,19730075
England,2022-08-05,E92000001,5859,19725223
England,2022-08-04,E92000001,6524,19719364
England,2022-08-03,E92000001,7419,19712840
England,2022-08-02,E92000001,8165,19705421
England,2022-08-01,E92000001,8814,19697256
England,2022-07-31,E92000001,7672,19688442
England,2022-07-30,E92000001,6612,19680770
England,2022-07-29,E92000001,7585,19674158
England,2022-07-28,E92000001,8339,19666573
England,2022-07-27,E92000001,9435,19658234
England,2022-07-26,E92000001,10482,19648799
England,2022-07-25,E92000001,11929,19638317
England,2022-07-24,E92000001,10216,19626388
England,2022-07-23,E92000001,8909,19616172
England,2022-07-22,E92000001,11177,19607263
England,2022-07-21,E92000001,12791,19596086
England,2022-07-20,E92000001,14533,19583295
England,2022-07-19,E92000001,14866,19568762
England,2022-07-18,E92000001,16919,19553896
England,2022-07-17,E92000001,15702,19536977
England,2022-07-16,E92000001,13677,19521275
England,2022-07-15,E92000001,16626,19507598
England,2022-07-14,E92000001,19340,19490972
England,2022-07-13,E92000001,21639,19471632
England,2022-07-12,E92000001,24377,19449993
England,2022-07-11,E92000001,27198,19425616
England,2022-07-10,E92000001,23046,19398418
England,2022-07-09,E92000001,19354,19375372
England,2022-07-08,E92000001,22173,19356018
England,2022-07-07,E92000001,24049,19333845
England,2022-07-06,E92000001,26741,19309796
England,2022-07-05,E92000001,28118,19283055
England,2022-07-04,E92000001,30388,19254937
England,2022-07-03,E92000001,25172,19224549
England,2022-07-02,E92000001,19586,19199377
England,2022-07-01,E92000001,21067,19179791
England,2022-06-30,E92000001,21513,19158724
England,2022-06-29,E92000001,21720,19137211
England,2022-06-28,E92000001,21869,19115491
England,2022-06-27,E92000001,21896,19093622
England,2022-06-26,E92000001,18039,19071726
England,2022-06-25,E92000001,14478,19053687
England,2022-06-24,E92000001,15626,19039209
England,2022-06-23,E92000001,16698,19023583
England,2022-06-22,E92000001,17764,19006885
England,2022-06-21,E92000001,17531,18989121
England,2022-06-20,E92000001,16918,18971590
England,2022-06-19,E92000001,14524,18954672
England,2022-06-18,E92000001,11634,18940148
England,2022-06-17,E92000001,11640,18928514
England,2022-06-16,E92000001,11915,18916874
England,2022-06-15,E92000001,12387,18904959
England,2022-06-14,E92000001,12660,18892572
England,2022-06-13,E92000001,12954,18879912
England,2022-06-12,E92000001,10718,18866958
England,2022-06-11,E92000001,8468,18856240
England,2022-06-10,E92000001,9153,18847772
England,2022-06-09,E92000001,9589,18838619
England,2022-06-08,E92000001,9952,18829030
England,2022-06-07,E92000001,9484,18819078
England,2022-06-06,E92000001,9798,18809594
England,2022-06-05,E92000001,8350,18799796
England,2022-06-04,E92000001,6278,18791446
England,2022-06-03,E92000001,5581,18785168
England,2022-06-02,E92000001,5081,18779587
England,2022-06-01,E92000001,5711,18774506
England,2022-05-31,E92000001,5734,18768795
England,2022-05-30,E92000001,5928,18763061
England,2022-05-29,E92000001,4687,18757133
England,2022-05-28,E92000001,4153,18752446
England,2022-05-27,E92000001,4494,18748293
England,2022-05-26,E92000001,4819,18743799
England,2022-05-25,E92000001,5189,18738980
England,2022-05-24,E92000001,5593,18733791
England,2022-05-23,E92000001,6248,18728198
England,2022-05-22,E92000001,5151,18721950
England,2022-05-21,E92000001,4243,18716799
England,2022-05-20,E92000001,5049,18712556
England,2022-05-19,E92000001,5785,18707507
England,2022-05-18,E92000001,6392,18701722
England,2022-05-17,E92000001,6833,18695330
England,2022-05-16,E92000001,7883,18688497
England,2022-05-15,E92000001,6730,18680614
England,2022-05-14,E92000001,5139,18673884
England,2022-05-13,E92000001,5794,18668745
England,2022-05-12,E92000001,6376,18662951
England,2022-05-11,E92000001,7265,18656575
England,2022-05-10,E92000001,8154,18649310
England,2022-05-09,E92000001,8876,18641156
England,2022-05-08,E92000001,7664,18632280
England,2022-05-07,E92000001,6354,18624616
England,2022-05-06,E92000001,7518,18618262
England,2022-05-05,E92000001,8592,18610744
England,2022-05-04,E92000001,9783,18602152
England,2022-05-03,E92000001,11155,18592369
England,2022-05-02,E92000001,10343,18581214
England,2022-05-01,E92000001,7718,18570871
England,2022-04-30,E92000001,6863,18563153
England,2022-04-29,E92000001,7992,18556290
England,2022-04-28,E92000001,9056,18548298
England,2022-04-27,E92000001,10120,18539242
England,2022-04-26,E92000001,11293,18529122
England,2022-04-25,E92000001,13404,18517829
England,2022-04-24,E92000001,11867,18504425
England,2022-04-23,E92000001,10573,18492558
England,2022-04-22,E92000001,12526,18481985
England,2022-04-21,E92000001,14520,18469459
England,2022-04-20,E92000001,16973,18454939
England,2022-04-19,E92000001,20595,18437966
England,2022-04-18,E92000001,20566,18417371
England,2022-04-17,E92000001,16262,18396805
England,2022-04-16,E92000001,16091,18380543
England,2022-04-15,E92000001,17306,18364452
England,2022-04-14,E92000001,21434,18347146
England,2022-04-13,E92000001,25507,18325712
England,2022-04-12,E92000001,27382,18300205
England,2022-04-11,E92000001,30597,18272823
England,2022-04-10,E92000001,25641,18242226
England,2022-04-09,E92000001,23013,18216585
England,2022-04-08,E92000001,27391,18193572
England,2022-04-07,E92000001,31745,18166181
England,2022-04-06,E92000001,36891,18134436
England,2022-04-05,E92000001,40393,18097545
England,2022-04-04,E92000001,45140,18057152
England,2022-04-03,E92000001,35606,18012012
England,2022-04-02,E92000001,31609,17976406
England,2022-04-01,E92000001,40342,17944797
England,2022-03-31,E92000001,45879,17904455
England,2022-03-30,E92000001,62750,17858576
England,2022-03-29,E92000001,67441,17795826
England,2022-03-28,E92000001,78909,17728385
England,2022-03-27,E92000001,58000,17649476
England,2022-03-26,E92000001,51776,17591476
England,2022-03-25,E92000001,60256,17539700
England,2022-03-24,E92000001,68604,17479444
England,2022-03-23,E92000001,77600,17410840
England,2022-03-22,E92000001,81845,17333240
England,2022-03-21,E92000001,89907,17251395
England,2022-03-20,E92000001,66907,17161488
England,2022-03-19,E92000001,55211,17094581
England,2022-03-18,E92000001,61904,17039370
England,2022-03-17,E92000001,67687,16977466
England,2022-03-16,E92000001,73951,16909779
England,2022-03-15,E92000001,74101,16835828
England,2022-03-14,E92000001,79517,16761727
England,2022-03-13,E92000001,60271,16682210
England,2022-03-12,E92000001,49161,16621939
England,2022-03-11,E92000001,52270,16572778
England,2022-03-10,E92000001,54298,16520508
England,2022-03-09,E92000001,55491,16466210
England,2022-03-08,E92000001,52343,16410719
England,2022-03-07,E92000001,50982,16358376
England,2022-03-06,E92000001,35914,16307394
England,2022-03-05,E92000001,28509,16271480
England,2022-03-04,E92000001,30605,16242971
England,2022-03-03,E92000001,31533,16212366
England,2022-03-02,E92000001,33361,16180833
England,2022-03-01,E92000001,31864,16147472
England,2022-02-28,E92000001,31865,16115608
England,2022-02-27,E92000001,22165,16083743
England,2022-02-26,E92000001,17604,16061578
England,2022-02-25,E92000001,19533,16043974
England,2022-02-24,E92000001,21882,16024441
England,2022-02-23,E92000001,26008,16002559
England,2022-02-22,E92000001,28019,15976551
England,2022-02-21,E92000001,33034,15948532
England,2022-02-20,E92000001,28411,15915498
England,2022-02-19,E92000001,26429,15887087
England,2022-02-18,E92000001,24923,15860658
England,2022-02-17,E92000001,34168,15835735
England,2022-02-16,E92000001,39445,15801567
England,2022-02-15,E92000001,40145,15762122
England,2022-02-14,E92000001,42490,15721977
England,2022-02-13,E92000001,32326,15679487
England,2022-02-12,E92000001,29142,15647161
England,2022-02-11,E92000001,34944,15618019
England,2022-02-10,E92000001,41331,15583075
England,2022-02-09,E92000001,51013,15541744
England,2022-02-08,E92000001,55437,15490731
England,2022-02-07,E92000001,62672,15435294
England,2022-02-06,E92000001,50148,15372622
England,2022-02-05,E92000001,43233,15322474
England,2022-02-04,E92000001,52556,15279241
England,2022-02-03,E92000001,64032,15226685
England,2022-02-02,E92000001,73908,15162653
England,2022-02-01,E92000001,78511,15088745
England,2022-01-31,E92000001,88502,15010234
England,2022-01-30,E92000001,74980,14921732
England,2022-01-29,E92000001,63024,14846752
England,2022-01-28,E92000001,71682,14783728
England,2022-01-27,E92000001,82726,14712046
England,2022-01-26,E92000001,93211,14629320
England,2022-01-25,E92000001,96955,14536109
England,2022-01-24,E92000001,109233,14439154
England,2022-01-23,E92000001,88558,14329921
England,2022-01-22,E92000001,70483,14241363
England,2022-01-21,E92000001,79172,14170880
England,2022-01-20,E92000001,86951,14091708
England,2022-01-19,E92000001,97335,14004757
England,2022-01-18,E92000001,103308,13907422
England,2022-01-17,E92000001,114776,13804114
England,2022-01-16,E92000001,85599,13689338
England,2022-01-15,E92000001,67821,13603739
England,2022-01-14,E92000001,75174,13535918
England,2022-01-13,E92000001,84132,13460744
England,2022-01-12,E92000001,90000,13376612
England,2022-01-11,E92000001,100979,13286612
England,2022-01-10,E92000001,116343,13185633
England,2022-01-09,E92000001,83081,13069290
